PageURL,OriginalImageURL,OriginalFilename,SEOWebPFileName,Type
https://truongvietanh.com,https://truongvietanh.com/wp-content/uploads/2025/03/20230311-DSC08552-scaled.jpg,20230311-DSC08552-scaled.jpg,trang-chu-31.webp,raster
https://truongvietanh.com,https://truongvietanh.com/wp-content/uploads/2025/03/IMG_9116-lop1-scaled.jpg,IMG_9116-lop1-scaled.jpg,trang-chu-32.webp,raster
https://truongvietanh.com,https://truongvietanh.com/wp-content/uploads/2025/03/h2.jpg,h2.jpg,trang-chu-33.webp,raster
https://truongvietanh.com,https://truongvietanh.com/wp-content/uploads/2025/03/366702290_786756923450738_839338372653013089_n.jpg,366702290_786756923450738_839338372653013089_n.jpg,trang-chu-34.webp,raster
https://truongvietanh.com,https://truongvietanh.com/wp-content/uploads/2025/03/1.2.14.jpg,1.2.14.jpg,trang-chu-35.webp,raster
https://truongvietanh.com,https://truongvietanh.com/wp-content/uploads/2025/03/1.5.2.jpg,1.5.2.jpg,trang-chu-36.webp,raster
https://truongvietanh.com,https://truongvietanh.com/wp-content/uploads/2025/03/1.6.4.jpg,1.6.4.jpg,trang-chu-37.webp,raster
https://truongvietanh.com,https://truongvietanh.com/wp-content/uploads/2025/03/1.7.12.jpg,1.7.12.jpg,trang-chu-38.webp,raster
https://truongvietanh.com,https://truongvietanh.com/wp-content/uploads/2025/03/32.jpg,32.jpg,trang-chu-39.webp,raster
https://truongvietanh.com,https://truongvietanh.com/wp-content/uploads/2025/03/38.jpg,38.jpg,trang-chu-40.webp,raster
https://truongvietanh.com,https://truongvietanh.com/wp-content/uploads/2025/02/sticky1.png,sticky1.png,trang-chu-41.webp,raster
https://truongvietanh.com/%e2%9c%88du-lich-han-quoc-re-nhu-chuyen-di-trong-nuoc-ban-co-tin-khong/,https://truongvietanh.com/wp-content/uploads/2024/12/decor-frame2.png,decor-frame2.png,du-lich-han-quoc-re-nhu-chuyen-di-trong-nuoc-ban-co-tin-khong-1.webp,raster
https://truongvietanh.com/brochure-tuyen-sinh-khoi-mam-non-nam-hoc-2019-2020/,https://truongvietanh.com/wp-content/uploads/2021/06/thi-tuyen-sinh-lop-10-tphcm.png,thi-tuyen-sinh-lop-10-tphcm.png,brochure-tuyen-sinh-khoi-mam-non-nam-hoc-2019-2020-1.webp,raster
https://truongvietanh.com/su-menh-va-muc-tieu/,https://truongvietanh.com/wp-content/uploads/2024/12/banner-3.png,banner-3.png,su-menh-va-muc-tieu-1.webp,raster
https://truongvietanh.com/su-menh-va-muc-tieu/,https://truongvietanh.com/wp-content/uploads/2024/12/ab-studen1.png,ab-studen1.png,su-menh-va-muc-tieu-2.webp,raster
https://truongvietanh.com/su-menh-va-muc-tieu/,https://truongvietanh.com/wp-content/uploads/2024/12/abs-ico1.svg,abs-ico1.svg,abs-ico1.svg,svg
https://truongvietanh.com/su-menh-va-muc-tieu/,https://truongvietanh.com/wp-content/uploads/2024/12/abs-ico2.svg,abs-ico2.svg,abs-ico2.svg,svg
https://truongvietanh.com/su-menh-va-muc-tieu/,https://truongvietanh.com/wp-content/uploads/2024/12/abs-ico3.svg,abs-ico3.svg,abs-ico3.svg,svg
https://truongvietanh.com/su-menh-va-muc-tieu/,https://truongvietanh.com/wp-content/uploads/2024/12/abs-ico4.svg,abs-ico4.svg,abs-ico4.svg,svg
https://truongvietanh.com/su-menh-va-muc-tieu/,https://truongvietanh.com/wp-content/uploads/2024/12/abs-ico5.svg,abs-ico5.svg,abs-ico5.svg,svg
https://truongvietanh.com/su-menh-va-muc-tieu/,https://truongvietanh.com/wp-content/uploads/2024/12/ab-studen2.png,ab-studen2.png,su-menh-va-muc-tieu-3.webp,raster
https://truongvietanh.com/su-menh-va-muc-tieu/,https://truongvietanh.com/wp-content/uploads/2024/12/decor-skill.png,decor-skill.png,su-menh-va-muc-tieu-4.webp,raster
https://truongvietanh.com/su-menh-va-muc-tieu/,https://truongvietanh.com/wp-content/uploads/2024/12/skill-img1.png,skill-img1.png,su-menh-va-muc-tieu-5.webp,raster
https://truongvietanh.com/thoi-khoa-bieu-hoc-ki-1-nam-hoc-2020-2021-co-so-2/,https://truongvietanh.com/wp-content/uploads/2024/12/banner-1.png,banner-1.png,thoi-khoa-bieu-hoc-ki-1-nam-hoc-2020-2021-co-so-2-1.webp,raster
https://truongvietanh.com/thoi-khoa-bieu-hoc-ki-1-nam-hoc-2020-2021-co-so-2/,https://truongvietanh.com/wp-content/uploads/2024/12/decor-short.png,decor-short.png,thoi-khoa-bieu-hoc-ki-1-nam-hoc-2020-2021-co-so-2-2.webp,raster
https://truongvietanh.com/trang-tin-tuc/,https://truongvietanh.com/wp-content/uploads/2024/12/banner.png,banner.png,trang-tin-tuc-1.webp,raster

extra,https://truongvietanh.com/wp-content/uploads/2023/07/20230311-DSC08612-scaled.jpg,20230311-DSC08612-scaled.jpg,extra-20230311-DSC08612-scaled.webp,raster
extra,https://truongvietanh.com/wp-content/uploads/2023/07/20230311-DSC08552-scaled.jpg,20230311-DSC08552-scaled.jpg,extra-20230311-DSC08552-scaled.webp,raster
extra,https://truongvietanh.com/wp-content/uploads/2021/08/giao-vien-va-hoc-sinh-2.png,giao-vien-va-hoc-sinh-2.png,extra-giao-vien-va-hoc-sinh-2.webp,raster
extra,https://truongvietanh.com/wp-content/uploads/2024/12/Frame-2144770212.png,Frame-2144770212.png,extra-Frame-2144770212.webp,raster
extra,https://truongvietanh.com/wp-content/uploads/2024/12/Website-Truongvietanh.com_-768x432.png,Website-Truongvietanh.com_-768x432.png,extra-Website-Truongvietanh.com_-768x432.webp,raster
extra,https://truongvietanh.com/wp-content/uploads/2023/07/big-img3-scaled.jpg,big-img3-scaled.jpg,extra-big-img3-scaled.webp,raster
extra,https://truongvietanh.com/wp-content/uploads/2023/07/Than-Huong-Giang-11A3.jpg,Than-Huong-Giang-11A3.jpg,extra-Than-Huong-Giang-11A3.webp,raster
extra,https://truongvietanh.com/wp-content/uploads/2023/07/gal1.jpg,gal1.jpg,extra-gal1.webp,raster
extra,https://truongvietanh.com/wp-content/uploads/2023/07/gal4.jpg,gal4.jpg,extra-gal4.webp,raster
